FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount,Date
24453,20121028,11,6,1,68,70.97,Oct 28 2012 12:00AM
24454,20121028,11,6,1,69,22.04,Oct 28 2012 12:00AM
24455,20121028,11,6,1,71,29.48,Oct 28 2012 12:00AM
24456,20121028,11,6,1,72,242.25,Oct 28 2012 12:00AM
24457,20121028,11,6,1,73,133.74,Oct 28 2012 12:00AM
24458,20121028,11,6,1,74,189.06,Oct 28 2012 12:00AM
24459,20121028,11,6,1,76,1125.25,Oct 28 2012 12:00AM
24460,20121028,11,6,1,77,288,Oct 28 2012 12:00AM
24461,20121028,11,6,1,78,96.51,Oct 28 2012 12:00AM
24462,20121028,11,6,1,80,365.66,Oct 28 2012 12:00AM
24463,20121028,11,6,1,81,227.36,Oct 28 2012 12:00AM
24464,20121028,11,6,1,82,25.23,Oct 28 2012 12:00AM
24465,20121028,11,6,1,83,84.8,Oct 28 2012 12:00AM
24466,20121028,11,6,1,84,76.29,Oct 28 2012 12:00AM
24467,20121028,11,6,1,85,67.78,Oct 28 2012 12:00AM
24468,20121028,11,6,1,87,288,Oct 28 2012 12:00AM
24469,20121028,11,6,1,89,147.57,Oct 28 2012 12:00AM
24470,20121028,11,6,1,90,226.3,Oct 28 2012 12:00AM
24471,20121028,11,6,1,91,-180.09,Oct 28 2012 12:00AM
24472,20121028,11,6,1,92,301.83,Oct 28 2012 12:00AM
24473,20121028,11,6,1,94,8479.64,Oct 28 2012 12:00AM
24474,20121028,11,6,1,96,6,Oct 28 2012 12:00AM
24475,20121028,11,6,1,97,554,Oct 28 2012 12:00AM
24476,20121028,11,6,1,99,27000,Oct 28 2012 12:00AM
24477,20121028,11,6,1,101,241212,Oct 28 2012 12:00AM
24478,20121028,11,7,1,4,336092,Oct 28 2012 12:00AM
24479,20121028,11,7,1,6,206355,Oct 28 2012 12:00AM
24480,20121028,11,7,1,7,6009.38,Oct 28 2012 12:00AM
24481,20121028,11,7,1,8,4127.43,Oct 28 2012 12:00AM
24482,20121028,11,7,1,13,31262,Oct 28 2012 12:00AM
24483,20121028,11,7,1,14,20222.4,Oct 28 2012 12:00AM
24484,20121028,11,7,1,15,37969.6,Oct 28 2012 12:00AM
24485,20121028,11,7,1,18,3795.51,Oct 28 2012 12:00AM
24486,20121028,11,7,1,19,12093.5,Oct 28 2012 12:00AM
24487,20121028,11,7,1,20,3415.72,Oct 28 2012 12:00AM
24488,20121028,11,7,1,21,61064.7,Oct 28 2012 12:00AM
24489,20121028,11,7,1,22,3256.14,Oct 28 2012 12:00AM
24490,20121028,11,7,1,23,1330.57,Oct 28 2012 12:00AM
24491,20121028,11,7,1,24,6472.16,Oct 28 2012 12:00AM
24492,20121028,11,7,1,28,6081.72,Oct 28 2012 12:00AM
24493,20121028,11,7,1,29,47451.6,Oct 28 2012 12:00AM
24494,20121028,11,7,1,31,57458.2,Oct 28 2012 12:00AM
24495,20121028,11,7,1,32,7909.42,Oct 28 2012 12:00AM
24496,20121028,11,7,1,33,7663.67,Oct 28 2012 12:00AM
24497,20121028,11,7,1,34,13868,Oct 28 2012 12:00AM
24498,20121028,11,7,1,35,45795.2,Oct 28 2012 12:00AM
24499,20121028,11,7,1,37,42101.5,Oct 28 2012 12:00AM
24500,20121028,11,7,1,38,9513.7,Oct 28 2012 12:00AM
24501,20121028,11,7,1,39,52436.8,Oct 28 2012 12:00AM
24502,20121028,11,7,1,40,8875.39,Oct 28 2012 12:00AM
24503,20121028,11,7,1,43,335728,Oct 28 2012 12:00AM
24504,20121028,11,7,1,46,176059,Oct 28 2012 12:00AM
24505,20121028,11,7,1,100,6142.36,Oct 28 2012 12:00AM
24506,20121028,12,1,1,60,2545.49,Oct 28 2012 12:00AM
24507,20121028,12,1,1,61,235.87,Oct 28 2012 12:00AM
24508,20121028,12,1,1,62,235.87,Oct 28 2012 12:00AM
24509,20121028,12,1,1,65,32.67,Oct 28 2012 12:00AM
24510,20121028,12,1,1,66,30.55,Oct 28 2012 12:00AM
24511,20121028,12,1,1,67,15.65,Oct 28 2012 12:00AM
24512,20121028,12,1,1,68,11.4,Oct 28 2012 12:00AM
24513,20121028,12,1,1,69,3.95,Oct 28 2012 12:00AM
24514,20121028,12,1,1,71,6.08,Oct 28 2012 12:00AM
24515,20121028,12,1,1,73,20.97,Oct 28 2012 12:00AM
24516,20121028,12,1,1,74,42.25,Oct 28 2012 12:00AM
24517,20121028,12,1,1,76,23.1,Oct 28 2012 12:00AM
24518,20121028,12,1,1,77,41.19,Oct 28 2012 12:00AM
24519,20121028,12,1,1,78,11.4,Oct 28 2012 12:00AM
24520,20121028,12,1,1,80,41.19,Oct 28 2012 12:00AM
24521,20121028,12,1,1,81,25.23,Oct 28 2012 12:00AM
24522,20121028,12,1,1,82,2.89,Oct 28 2012 12:00AM
24523,20121028,12,1,1,83,9.27,Oct 28 2012 12:00AM
24524,20121028,12,1,1,84,7.14,Oct 28 2012 12:00AM
24525,20121028,12,1,1,85,7.14,Oct 28 2012 12:00AM
24526,20121028,12,1,1,87,39.06,Oct 28 2012 12:00AM
24527,20121028,12,1,1,89,66.72,Oct 28 2012 12:00AM
24528,20121028,12,1,1,90,102.89,Oct 28 2012 12:00AM
24529,20121028,12,1,1,91,-81.15,Oct 28 2012 12:00AM
24530,20121028,12,1,1,92,136.93,Oct 28 2012 12:00AM
24531,20121028,12,1,1,96,4,Oct 28 2012 12:00AM
24532,20121028,12,2,1,12,2457.19,Oct 28 2012 12:00AM
24533,20121028,12,2,1,60,668.86,Oct 28 2012 12:00AM
24534,20121028,12,2,1,61,62.46,Oct 28 2012 12:00AM
24535,20121028,12,2,1,62,62.46,Oct 28 2012 12:00AM
24536,20121028,12,2,1,65,9.27,Oct 28 2012 12:00AM
24537,20121028,12,2,1,66,8.21,Oct 28 2012 12:00AM
24538,20121028,12,2,1,67,5.01,Oct 28 2012 12:00AM
24539,20121028,12,2,1,68,3.95,Oct 28 2012 12:00AM
24540,20121028,12,2,1,69,1.82,Oct 28 2012 12:00AM
24541,20121028,12,2,1,71,1.82,Oct 28 2012 12:00AM
24542,20121028,12,2,1,73,6.08,Oct 28 2012 12:00AM
24543,20121028,12,2,1,74,43.31,Oct 28 2012 12:00AM
24544,20121028,12,2,1,76,6.08,Oct 28 2012 12:00AM
24545,20121028,12,2,1,77,11.4,Oct 28 2012 12:00AM
24546,20121028,12,2,1,78,3.95,Oct 28 2012 12:00AM
24547,20121028,12,2,1,80,11.4,Oct 28 2012 12:00AM
24548,20121028,12,2,1,81,7.14,Oct 28 2012 12:00AM
24549,20121028,12,2,1,82,1.82,Oct 28 2012 12:00AM
24550,20121028,12,2,1,83,2.89,Oct 28 2012 12:00AM
24551,20121028,12,2,1,84,2.89,Oct 28 2012 12:00AM
24552,20121028,12,2,1,85,2.89,Oct 28 2012 12:00AM
24553,20121028,12,2,1,87,10.33,Oct 28 2012 12:00AM
24554,20121028,12,2,1,89,18.84,Oct 28 2012 12:00AM
24555,20121028,12,2,1,90,27.36,Oct 28 2012 12:00AM
24556,20121028,12,2,1,91,-20.52,Oct 28 2012 12:00AM
24557,20121028,12,2,1,92,36.93,Oct 28 2012 12:00AM
24558,20121028,12,2,1,96,1,Oct 28 2012 12:00AM
24559,20121028,12,6,1,52,77.36,Oct 28 2012 12:00AM
24560,20121028,12,6,1,53,232.68,Oct 28 2012 12:00AM
24561,20121028,12,6,1,56,2857.2,Oct 28 2012 12:00AM
24562,20121028,12,6,1,57,194.38,Oct 28 2012 12:00AM
24563,20121028,12,6,1,60,2863.58,Oct 28 2012 12:00AM
24564,20121028,12,6,1,61,265.66,Oct 28 2012 12:00AM
24565,20121028,12,6,1,62,147.57,Oct 28 2012 12:00AM
24566,20121028,12,6,1,63,31.61,Oct 28 2012 12:00AM
24567,20121028,12,6,1,65,24.16,Oct 28 2012 12:00AM
24568,20121028,12,6,1,66,22.04,Oct 28 2012 12:00AM
24569,20121028,12,6,1,67,12.46,Oct 28 2012 12:00AM
24570,20121028,12,6,1,68,9.27,Oct 28 2012 12:00AM
24571,20121028,12,6,1,69,2.89,Oct 28 2012 12:00AM
24572,20121028,12,6,1,71,3.95,Oct 28 2012 12:00AM
24573,20121028,12,6,1,72,3.95,Oct 28 2012 12:00AM
24574,20121028,12,6,1,73,18.84,Oct 28 2012 12:00AM
24575,20121028,12,6,1,74,28.42,Oct 28 2012 12:00AM
24576,20121028,12,6,1,76,30.55,Oct 28 2012 12:00AM
24577,20121028,12,6,1,77,44.38,Oct 28 2012 12:00AM
24578,20121028,12,6,1,78,14.59,Oct 28 2012 12:00AM
24579,20121028,12,6,1,80,52.89,Oct 28 2012 12:00AM
24580,20121028,12,6,1,81,33.74,Oct 28 2012 12:00AM
24581,20121028,12,6,1,82,3.95,Oct 28 2012 12:00AM
24582,20121028,12,6,1,83,12.46,Oct 28 2012 12:00AM
24583,20121028,12,6,1,84,10.33,Oct 28 2012 12:00AM
24584,20121028,12,6,1,85,9.27,Oct 28 2012 12:00AM
24585,20121028,12,6,1,87,48.63,Oct 28 2012 12:00AM
24586,20121028,12,6,1,89,93.31,Oct 28 2012 12:00AM
24587,20121028,12,6,1,90,142.25,Oct 28 2012 12:00AM
24588,20121028,12,6,1,91,-112,Oct 28 2012 12:00AM
24589,20121028,12,6,1,92,190.12,Oct 28 2012 12:00AM
24590,20121028,12,6,1,96,5,Oct 28 2012 12:00AM
24591,20121028,12,6,1,97,23,Oct 28 2012 12:00AM
24592,20121028,12,6,1,99,35000,Oct 28 2012 12:00AM
24593,20121028,12,6,1,101,7760.48,Oct 28 2012 12:00AM
24594,20121028,12,7,1,4,8888.16,Oct 28 2012 12:00AM
24595,20121028,12,7,1,6,7459.41,Oct 28 2012 12:00AM
24596,20121028,12,7,1,7,212.47,Oct 28 2012 12:00AM
24597,20121028,12,7,1,8,149.7,Oct 28 2012 12:00AM
24598,20121028,12,7,1,13,1118.87,Oct 28 2012 12:00AM
24599,20121028,12,7,1,14,798.65,Oct 28 2012 12:00AM
24600,20121028,12,7,1,15,1432.7,Oct 28 2012 12:00AM
24601,20121028,12,7,1,18,3795.51,Oct 28 2012 12:00AM
24602,20121028,12,7,1,19,12093.5,Oct 28 2012 12:00AM
24603,20121028,12,7,1,20,4060.41,Oct 28 2012 12:00AM
24604,20121028,12,7,1,21,25910.8,Oct 28 2012 12:00AM
24605,20121028,12,7,1,22,3288.05,Oct 28 2012 12:00AM
24606,20121028,12,7,1,23,1358.23,Oct 28 2012 12:00AM
24607,20121028,12,7,1,24,6954.08,Oct 28 2012 12:00AM
24608,20121028,12,7,1,28,5420.01,Oct 28 2012 12:00AM
24609,20121028,12,7,1,29,56413.5,Oct 28 2012 12:00AM
24610,20121028,12,7,1,31,27891.7,Oct 28 2012 12:00AM
24611,20121028,12,7,1,32,9578.6,Oct 28 2012 12:00AM
24612,20121028,12,7,1,33,8031.76,Oct 28 2012 12:00AM
24613,20121028,12,7,1,34,564.6,Oct 28 2012 12:00AM
24614,20121028,12,7,1,35,51704.9,Oct 28 2012 12:00AM
24615,20121028,12,7,1,37,47863.3,Oct 28 2012 12:00AM
24616,20121028,12,7,1,38,9699.88,Oct 28 2012 12:00AM
24617,20121028,12,7,1,39,26828.9,Oct 28 2012 12:00AM
24618,20121028,12,7,1,40,7909.42,Oct 28 2012 12:00AM
24619,20121028,12,7,1,43,-124393,Oct 28 2012 12:00AM
24620,20121028,12,7,1,46,-53376.8,Oct 28 2012 12:00AM
24621,20121028,12,7,1,100,5841.29,Oct 28 2012 12:00AM
24622,20121128,3,1,1,60,86112,Nov 28 2012 12:00AM
24623,20121128,3,1,1,61,9719,Nov 28 2012 12:00AM
24624,20121128,3,1,1,62,7952,Nov 28 2012 12:00AM
24625,20121128,3,1,1,65,1125,Nov 28 2012 12:00AM
24626,20121128,3,1,1,66,1023,Nov 28 2012 12:00AM
24627,20121128,3,1,1,67,510,Nov 28 2012 12:00AM
24628,20121128,3,1,1,68,390,Nov 28 2012 12:00AM
24629,20121128,3,1,1,69,113,Nov 28 2012 12:00AM
24630,20121128,3,1,1,71,175,Nov 28 2012 12:00AM
24631,20121128,3,1,1,73,702,Nov 28 2012 12:00AM
24632,20121128,3,1,1,74,456,Nov 28 2012 12:00AM
24633,20121128,3,1,1,76,780,Nov 28 2012 12:00AM
24634,20121128,3,1,1,77,1404,Nov 28 2012 12:00AM
24635,20121128,3,1,1,78,398,Nov 28 2012 12:00AM
24636,20121128,3,1,1,80,1653,Nov 28 2012 12:00AM
24637,20121128,3,1,1,81,1023,Nov 28 2012 12:00AM
24638,20121128,3,1,1,82,106,Nov 28 2012 12:00AM
24639,20121128,3,1,1,83,372,Nov 28 2012 12:00AM
24640,20121128,3,1,1,84,333,Nov 28 2012 12:00AM
24641,20121128,3,1,1,85,298,Nov 28 2012 12:00AM
24642,20121128,3,1,1,87,1350,Nov 28 2012 12:00AM
24643,20121128,3,1,1,89,325,Nov 28 2012 12:00AM
24644,20121128,3,1,1,90,499,Nov 28 2012 12:00AM
24645,20121128,3,1,1,91,-399,Nov 28 2012 12:00AM
24646,20121128,3,1,1,92,666,Nov 28 2012 12:00AM
24647,20121128,3,1,1,94,151,Nov 28 2012 12:00AM
24648,20121128,3,1,1,96,15,Nov 28 2012 12:00AM
24649,20121128,3,2,1,12,119408,Nov 28 2012 12:00AM
24650,20121128,3,6,1,52,6695,Nov 28 2012 12:00AM
24651,20121128,3,6,1,53,15065,Nov 28 2012 12:00AM
24652,20121128,3,6,1,54,5681,Nov 28 2012 12:00AM
24653,20121128,3,6,1,56,73813,Nov 28 2012 12:00AM
24654,20121128,3,6,1,57,33478,Nov 28 2012 12:00AM
24655,20121128,3,6,1,60,54418,Nov 28 2012 12:00AM
24656,20121128,3,6,1,61,5025,Nov 28 2012 12:00AM
24657,20121128,3,6,1,62,3350,Nov 28 2012 12:00AM
24658,20121128,3,6,1,63,10043,Nov 28 2012 12:00AM
24659,20121128,3,6,1,65,540,Nov 28 2012 12:00AM
24660,20121128,3,6,1,66,491,Nov 28 2012 12:00AM
24661,20121128,3,6,1,67,250,Nov 28 2012 12:00AM
24662,20121128,3,6,1,68,190,Nov 28 2012 12:00AM
24663,20121128,3,6,1,69,54,Nov 28 2012 12:00AM
24664,20121128,3,6,1,71,78,Nov 28 2012 12:00AM
24665,20121128,3,6,1,72,1339,Nov 28 2012 12:00AM
24666,20121128,3,6,1,73,377,Nov 28 2012 12:00AM
24667,20121128,3,6,1,74,335,Nov 28 2012 12:00AM
24668,20121128,3,6,1,76,3019,Nov 28 2012 12:00AM
24669,20121128,3,6,1,77,855,Nov 28 2012 12:00AM
24670,20121128,3,6,1,78,263,Nov 28 2012 12:00AM
24671,20121128,3,6,1,80,1029,Nov 28 2012 12:00AM
24672,20121128,3,6,1,81,637,Nov 28 2012 12:00AM
24673,20121128,3,6,1,82,64,Nov 28 2012 12:00AM
24674,20121128,3,6,1,83,223,Nov 28 2012 12:00AM
24675,20121128,3,6,1,84,192,Nov 28 2012 12:00AM
24676,20121128,3,6,1,85,178,Nov 28 2012 12:00AM
24677,20121128,3,6,1,87,900,Nov 28 2012 12:00AM
24678,20121128,3,6,1,89,187,Nov 28 2012 12:00AM
24679,20121128,3,6,1,90,288,Nov 28 2012 12:00AM
24680,20121128,3,6,1,91,-230,Nov 28 2012 12:00AM
24681,20121128,3,6,1,92,384,Nov 28 2012 12:00AM
24682,20121128,3,6,1,94,10989,Nov 28 2012 12:00AM
24683,20121128,3,6,1,96,10,Nov 28 2012 12:00AM
24684,20121128,3,6,1,97,872,Nov 28 2012 12:00AM
24685,20121128,3,6,1,99,52000,Nov 28 2012 12:00AM
24686,20121128,3,6,1,101,334789,Nov 28 2012 12:00AM
24687,20121128,3,7,1,4,519570,Nov 28 2012 12:00AM
24688,20121128,3,7,1,6,639989,Nov 28 2012 12:00AM
24689,20121128,3,7,1,7,20886,Nov 28 2012 12:00AM
24690,20121128,3,7,1,8,12799,Nov 28 2012 12:00AM
24691,20121128,3,7,1,13,89278,Nov 28 2012 12:00AM
24692,20121128,3,7,1,14,58239,Nov 28 2012 12:00AM
24693,20121128,3,7,1,15,125437,Nov 28 2012 12:00AM
24694,20121128,3,7,1,18,17836,Nov 28 2012 12:00AM
24695,20121128,3,7,1,19,56836,Nov 28 2012 12:00AM
24696,20121128,3,7,1,20,18727,Nov 28 2012 12:00AM
24697,20121128,3,7,1,21,75992,Nov 28 2012 12:00AM
24698,20121128,3,7,1,22,15301,Nov 28 2012 12:00AM
24699,20121128,3,7,1,23,6381,Nov 28 2012 12:00AM
24700,20121128,3,7,1,24,32680,Nov 28 2012 12:00AM
24701,20121128,3,7,1,28,26036,Nov 28 2012 12:00AM
24702,20121128,3,7,1,29,260196,Nov 28 2012 12:00AM
24703,20121128,3,7,1,31,70789,Nov 28 2012 12:00AM
24704,20121128,3,7,1,32,42540,Nov 28 2012 12:00AM
24705,20121128,3,7,1,33,33593,Nov 28 2012 12:00AM
24706,20121128,3,7,1,34,49279,Nov 28 2012 12:00AM
24707,20121128,3,7,1,35,153251,Nov 28 2012 12:00AM
24708,20121128,3,7,1,37,146546,Nov 28 2012 12:00AM
24709,20121128,3,7,1,38,41644,Nov 28 2012 12:00AM
24710,20121128,3,7,1,39,68093,Nov 28 2012 12:00AM
24711,20121128,3,7,1,40,37996,Nov 28 2012 12:00AM
24712,20121128,3,7,1,43,305069,Nov 28 2012 12:00AM
24713,20121128,3,7,1,46,547725,Nov 28 2012 12:00AM
24714,20121128,3,7,1,60,11362,Nov 28 2012 12:00AM
24715,20121128,3,7,1,61,1049,Nov 28 2012 12:00AM
24716,20121128,3,7,1,62,816,Nov 28 2012 12:00AM
24717,20121128,3,7,1,65,126,Nov 28 2012 12:00AM
24718,20121128,3,7,1,66,114,Nov 28 2012 12:00AM
24719,20121128,3,7,1,67,58,Nov 28 2012 12:00AM
24720,20121128,3,7,1,68,44,Nov 28 2012 12:00AM
24721,20121128,3,7,1,69,13,Nov 28 2012 12:00AM
24722,20121128,3,7,1,71,18,Nov 28 2012 12:00AM
24723,20121128,3,7,1,73,83,Nov 28 2012 12:00AM
24724,20121128,3,7,1,74,323,Nov 28 2012 12:00AM
24725,20121128,3,7,1,76,99,Nov 28 2012 12:00AM
24726,20121128,3,7,1,77,178,Nov 28 2012 12:00AM
24727,20121128,3,7,1,78,59,Nov 28 2012 12:00AM
24728,20121128,3,7,1,80,199,Nov 28 2012 12:00AM
24729,20121128,3,7,1,81,123,Nov 28 2012 12:00AM
24730,20121128,3,7,1,82,12,Nov 28 2012 12:00AM
24731,20121128,3,7,1,83,42,Nov 28 2012 12:00AM
24732,20121128,3,7,1,84,36,Nov 28 2012 12:00AM
24733,20121128,3,7,1,85,34,Nov 28 2012 12:00AM
24734,20121128,3,7,1,87,180,Nov 28 2012 12:00AM
24735,20121128,3,7,1,89,35,Nov 28 2012 12:00AM
24736,20121128,3,7,1,90,54,Nov 28 2012 12:00AM
24737,20121128,3,7,1,91,-43,Nov 28 2012 12:00AM
24738,20121128,3,7,1,92,72,Nov 28 2012 12:00AM
24739,20121128,3,7,1,94,18,Nov 28 2012 12:00AM
24740,20121128,3,7,1,96,2,Nov 28 2012 12:00AM
24741,20121128,3,7,1,100,26602,Nov 28 2012 12:00AM
24742,20121128,4,1,1,60,57722,Nov 28 2012 12:00AM
24743,20121128,4,1,1,61,6515,Nov 28 2012 12:00AM
24744,20121128,4,1,1,62,4146,Nov 28 2012 12:00AM
24745,20121128,4,1,1,65,556,Nov 28 2012 12:00AM
24746,20121128,4,1,1,66,506,Nov 28 2012 12:00AM
24747,20121128,4,1,1,67,263,Nov 28 2012 12:00AM
24748,20121128,4,1,1,68,195,Nov 28 2012 12:00AM
24749,20121128,4,1,1,69,56,Nov 28 2012 12:00AM
24750,20121128,4,1,1,71,88,Nov 28 2012 12:00AM
24751,20121128,4,1,1,73,380,Nov 28 2012 12:00AM
24752,20121128,4,1,1,74,246,Nov 28 2012 12:00AM
24753,20121128,4,1,1,76,473,Nov 28 2012 12:00AM
24754,20121128,4,1,1,77,851,Nov 28 2012 12:00AM
24755,20121128,4,1,1,78,253,Nov 28 2012 12:00AM
24756,20121128,4,1,1,80,1013,Nov 28 2012 12:00AM
24757,20121128,4,1,1,81,627,Nov 28 2012 12:00AM
24758,20121128,4,1,1,82,63,Nov 28 2012 12:00AM
24759,20121128,4,1,1,83,220,Nov 28 2012 12:00AM
24760,20121128,4,1,1,84,189,Nov 28 2012 12:00AM
24761,20121128,4,1,1,85,176,Nov 28 2012 12:00AM
24762,20121128,4,1,1,87,878,Nov 28 2012 12:00AM
24763,20121128,4,1,1,89,284,Nov 28 2012 12:00AM
24764,20121128,4,1,1,90,436,Nov 28 2012 12:00AM
24765,20121128,4,1,1,91,-349,Nov 28 2012 12:00AM
24766,20121128,4,1,1,92,582,Nov 28 2012 12:00AM
24767,20121128,4,1,1,94,312,Nov 28 2012 12:00AM
24768,20121128,4,1,1,96,15,Nov 28 2012 12:00AM
24769,20121128,4,2,1,12,27627,Nov 28 2012 12:00AM
24770,20121128,4,6,1,52,6765,Nov 28 2012 12:00AM
24771,20121128,4,6,1,54,80,Nov 28 2012 12:00AM
24772,20121128,4,6,1,56,31370,Nov 28 2012 12:00AM
24773,20121128,4,6,1,57,2114,Nov 28 2012 12:00AM
24774,20121128,4,6,1,60,33584,Nov 28 2012 12:00AM
24775,20121128,4,6,1,61,2757,Nov 28 2012 12:00AM
24776,20121128,4,6,1,62,2757,Nov 28 2012 12:00AM
24777,20121128,4,6,1,63,1649,Nov 28 2012 12:00AM
24778,20121128,4,6,1,65,354,Nov 28 2012 12:00AM
24779,20121128,4,6,1,66,322,Nov 28 2012 12:00AM
24780,20121128,4,6,1,67,161,Nov 28 2012 12:00AM
24781,20121128,4,6,1,68,125,Nov 28 2012 12:00AM
24782,20121128,4,6,1,69,35,Nov 28 2012 12:00AM
24783,20121128,4,6,1,71,54,Nov 28 2012 12:00AM
24784,20121128,4,6,1,72,55,Nov 28 2012 12:00AM
24785,20121128,4,6,1,73,229,Nov 28 2012 12:00AM
24786,20121128,4,6,1,74,250,Nov 28 2012 12:00AM
24787,20121128,4,6,1,76,707,Nov 28 2012 12:00AM
24788,20121128,4,6,1,77,473,Nov 28 2012 12:00AM
24789,20121128,4,6,1,78,132,Nov 28 2012 12:00AM
24790,20121128,4,6,1,80,497,Nov 28 2012 12:00AM
24791,20121128,4,6,1,81,307,Nov 28 2012 12:00AM
24792,20121128,4,6,1,82,29,Nov 28 2012 12:00AM
24793,20121128,4,6,1,83,104,Nov 28 2012 12:00AM
24794,20121128,4,6,1,84,86,Nov 28 2012 12:00AM
24795,20121128,4,6,1,85,83,Nov 28 2012 12:00AM
24796,20121128,4,6,1,87,468,Nov 28 2012 12:00AM
24797,20121128,4,6,1,89,129,Nov 28 2012 12:00AM
24798,20121128,4,6,1,90,199,Nov 28 2012 12:00AM
24799,20121128,4,6,1,91,-159,Nov 28 2012 12:00AM
24800,20121128,4,6,1,92,265,Nov 28 2012 12:00AM
24801,20121128,4,6,1,94,5027,Nov 28 2012 12:00AM
24802,20121128,4,6,1,96,8,Nov 28 2012 12:00AM
24803,20121128,4,6,1,97,276,Nov 28 2012 12:00AM
24804,20121128,4,6,1,99,63000,Nov 28 2012 12:00AM
24805,20121128,4,6,1,101,84573,Nov 28 2012 12:00AM
24806,20121128,4,7,1,4,115258,Nov 28 2012 12:00AM
24807,20121128,4,7,1,6,374829,Nov 28 2012 12:00AM
24808,20121128,4,7,1,7,12227,Nov 28 2012 12:00AM
24809,20121128,4,7,1,8,7496,Nov 28 2012 12:00AM
24810,20121128,4,7,1,13,57348,Nov 28 2012 12:00AM
24811,20121128,4,7,1,14,35233,Nov 28 2012 12:00AM
24812,20121128,4,7,1,15,74965,Nov 28 2012 12:00AM
24813,20121128,4,7,1,18,14268,Nov 28 2012 12:00AM
24814,20121128,4,7,1,19,45468,Nov 28 2012 12:00AM
24815,20121128,4,7,1,20,14125,Nov 28 2012 12:00AM
24816,20121128,4,7,1,21,58510,Nov 28 2012 12:00AM
24817,20121128,4,7,1,22,12363,Nov 28 2012 12:00AM
24818,20121128,4,7,1,23,5104,Nov 28 2012 12:00AM
24819,20121128,4,7,1,24,25626,Nov 28 2012 12:00AM
24820,20121128,4,7,1,28,22187,Nov 28 2012 12:00AM
24821,20121128,4,7,1,29,196260,Nov 28 2012 12:00AM
24822,20121128,4,7,1,31,53410,Nov 28 2012 12:00AM
24823,20121128,4,7,1,32,30067,Nov 28 2012 12:00AM
24824,20121128,4,7,1,33,26320,Nov 28 2012 12:00AM
24825,20121128,4,7,1,34,25713,Nov 28 2012 12:00AM
24826,20121128,4,7,1,35,122601,Nov 28 2012 12:00AM
24827,20121128,4,7,1,37,111490,Nov 28 2012 12:00AM
24828,20121128,4,7,1,38,31912,Nov 28 2012 12:00AM
24829,20121128,4,7,1,39,56856,Nov 28 2012 12:00AM
24830,20121128,4,7,1,40,32379,Nov 28 2012 12:00AM
24831,20121128,4,7,1,43,-376958,Nov 28 2012 12:00AM
24832,20121128,4,7,1,46,525343,Nov 28 2012 12:00AM
24833,20121128,4,7,1,100,22867,Nov 28 2012 12:00AM
24834,20121128,5,1,1,60,41576,Nov 28 2012 12:00AM
24835,20121128,5,1,1,61,5119,Nov 28 2012 12:00AM
24836,20121128,5,1,1,62,2559,Nov 28 2012 12:00AM
24837,20121128,5,1,1,65,338,Nov 28 2012 12:00AM
24838,20121128,5,1,1,66,307,Nov 28 2012 12:00AM
24839,20121128,5,1,1,67,162,Nov 28 2012 12:00AM
24840,20121128,5,1,1,68,122,Nov 28 2012 12:00AM
24841,20121128,5,1,1,69,34,Nov 28 2012 12:00AM
24842,20121128,5,1,1,71,53,Nov 28 2012 12:00AM
24843,20121128,5,1,1,73,245,Nov 28 2012 12:00AM
24844,20121128,5,1,1,74,236,Nov 28 2012 12:00AM
24845,20121128,5,1,1,76,317,Nov 28 2012 12:00AM
24846,20121128,5,1,1,77,571,Nov 28 2012 12:00AM
24847,20121128,5,1,1,78,175,Nov 28 2012 12:00AM
24848,20121128,5,1,1,80,673,Nov 28 2012 12:00AM
24849,20121128,5,1,1,81,416,Nov 28 2012 12:00AM
24850,20121128,5,1,1,82,41,Nov 28 2012 12:00AM
24851,20121128,5,1,1,83,143,Nov 28 2012 12:00AM
24852,20121128,5,1,1,84,122,Nov 28 2012 12:00AM
24853,20121128,5,1,1,85,114,Nov 28 2012 12:00AM
24854,20121128,5,1,1,87,608,Nov 28 2012 12:00AM
24855,20121128,5,1,1,89,158,Nov 28 2012 12:00AM
24856,20121128,5,1,1,90,243,Nov 28 2012 12:00AM
24857,20121128,5,1,1,91,-194,Nov 28 2012 12:00AM
24858,20121128,5,1,1,92,324,Nov 28 2012 12:00AM
24859,20121128,5,1,1,94,246,Nov 28 2012 12:00AM
24860,20121128,5,1,1,96,9,Nov 28 2012 12:00AM
24861,20121128,5,2,1,12,120734,Nov 28 2012 12:00AM
24862,20121128,5,6,1,52,31495,Nov 28 2012 12:00AM
24863,20121128,5,6,1,53,35432,Nov 28 2012 12:00AM
24864,20121128,5,6,1,54,784,Nov 28 2012 12:00AM
24865,20121128,5,6,1,56,119717,Nov 28 2012 12:00AM
24866,20121128,5,6,1,57,29527,Nov 28 2012 12:00AM
24867,20121128,5,6,1,60,40365,Nov 28 2012 12:00AM
24868,20121128,5,6,1,61,3728,Nov 28 2012 12:00AM
24869,20121128,5,6,1,62,2899,Nov 28 2012 12:00AM
24870,20121128,5,6,1,63,8858,Nov 28 2012 12:00AM
24871,20121128,5,6,1,65,412,Nov 28 2012 12:00AM
24872,20121128,5,6,1,66,374,Nov 28 2012 12:00AM
